V0,V1,V2,V3,V4,V6,V7,V8,V10,V12,V13,V15,V16,V18,V19,V20,V23,V24,V27,V29,V30,V31,V35,V36,V37,target,label
-0.349,0.054,-0.238,-0.055,-0.613,-0.48,-0.234,-0.217,-0.599,-0.491,-0.296,-0.899,-0.28,-0.018,-0.246,-0.616,0.357,0.093,0.171,-0.84,0.203,0.012,0.364,-0.44,0.468,,test
0.027,0.288,0.277,0.013,-0.696,-0.458,-0.273,0.383,-0.253,-0.58,-0.698,-0.957,-0.343,-0.022,0.033,-0.322,0.32,0.091,0.244,-0.856,0.17,0.09,0.364,-0.261,-0.588,,test
-0.209,0.398,0.249,0.062,-0.914,-0.393,-0.255,0.266,0.015,-0.708,-1.291,-0.986,-0.144,-0.214,0.196,-0.188,0.331,0.091,0.294,-0.888,0.136,0.248,0.364,-0.051,-0.128,,test
-0.587,-0.057,-0.093,0.068,-0.586,-0.388,-0.249,-0.291,-0.47,-0.395,0.219,-1.123,-0.199,-0.199,0.186,-0.313,0.355,0.091,0.258,-0.952,-0.196,0.282,0.364,0.009,0.015,,test
-0.501,0.501,0.153,0.201,-0.721,-0.268,-0.236,0.471,-0.021,-0.523,-0.381,-1.123,0.065,-0.205,0.334,-0.061,0.355,0.091,0.273,-0.912,-0.526,0.271,0.364,-0.281,0.4,,test
-0.818,0.299,0.439,0.32,-0.732,-0.215,-0.236,0.173,-0.117,-0.372,0.256,-1.106,-0.014,-0.2,0.631,-0.146,0.362,0.091,0.295,-0.917,-0.95,0.409,0.364,-0.127,-0.416,,test
-2.656,-2.274,-0.422,0.29,-2.781,-0.199,-0.193,-1.599,1.533,-2.707,-1.111,-1.034,-0.173,1.486,0.8,-1.478,0.363,0.094,-0.339,-0.855,-0.323,0.124,0.364,1.375,2.086,,test
-2.328,-2.766,-0.75,-0.049,-2.08,-0.413,-0.232,-2.435,-1.551,-2.287,-0.054,-0.999,-0.993,0.069,0.721,-1.222,0.372,-0.032,-0.299,-0.611,-0.016,-1.108,0.364,-0.381,0.457,,test
-1.574,-1.745,-0.915,0.048,-1.19,-0.565,-0.245,-1.862,-2.454,-0.967,-0.615,-0.261,-1.13,0.986,1.09,-0.905,0.353,-0.184,-0.25,-0.409,0.87,-1.111,0.364,-2.38,1.28,,test
0.039,-0.122,-0.149,0.223,-0.167,-0.605,-0.392,-0.193,-1.924,-0.086,-0.339,0.017,-1.226,-0.184,0.99,-0.207,0.352,-0.188,0.126,-0.107,-0.293,-1.219,0.364,-2.467,-1.398,,test
0.083,-0.07,-0.269,0.468,-0.059,-0.524,-0.392,-0.377,0.255,0.028,-1.071,0.11,-0.711,-0.196,0.925,0.1,0.368,-0.185,0.099,-0.135,-0.134,-0.609,0.364,-0.294,0.421,,test
-0.119,-0.323,-0.423,0.609,-0.185,-0.611,-0.407,-0.527,0.563,0.13,-0.608,0.004,-0.681,0.065,1.008,0.005,0.36,-0.184,-0.0,-0.221,0.019,-0.402,0.364,1.093,-0.248,,test
0.464,0.209,-0.048,0.697,0.104,-0.629,-0.44,-0.062,0.364,0.31,0.041,0.004,-0.573,0.071,0.71,0.144,0.36,-0.187,0.235,-0.16,-0.133,-0.139,0.364,0.681,-0.626,,test
0.521,0.559,0.048,0.76,0.169,-0.561,-0.452,0.447,0.08,0.283,-0.3,0.043,-0.197,0.075,0.998,0.144,0.357,-0.186,0.287,-0.16,0.27,-0.115,0.364,0.068,0.096,,test
0.549,0.507,0.277,0.826,0.014,-0.481,-0.433,0.371,0.334,0.283,0.101,-0.026,-0.117,0.064,0.54,0.319,0.358,-0.186,0.265,-0.205,0.105,0.3,0.364,0.326,-0.296,,test
0.018,0.201,0.602,0.856,-0.566,-0.358,-0.433,-0.048,0.224,-0.441,0.045,-0.198,-0.09,-0.108,0.66,0.395,0.367,0.521,0.2,-0.315,-0.17,0.329,0.364,0.288,-0.712,,test
-1.016,0.127,0.377,0.85,-1.273,-0.278,-0.385,-0.434,0.233,-0.951,-1.216,-0.305,0.113,-0.109,0.495,0.057,0.368,1.007,0.171,-0.939,0.463,0.317,0.364,0.359,0.124,,test
-1.164,-0.221,0.089,0.701,-1.086,-0.372,-0.368,-0.738,-0.306,-0.398,-0.299,-1.021,-0.147,-0.118,0.592,-0.261,0.357,1.225,0.126,-0.939,0.142,0.261,0.364,-0.065,0.164,,test
-0.933,0.084,0.617,0.564,-1.51,-0.333,-0.363,0.176,0.105,-1.143,-0.032,-1.021,-0.192,-0.112,0.532,-0.261,0.362,1.227,0.29,-1.097,-0.122,0.135,0.364,0.033,-1.058,,test
-1.52,-0.922,1.004,0.411,-2.288,-0.145,-0.331,-0.144,0.837,-1.916,-1.195,-1.351,0.363,-0.857,0.24,-1.283,0.368,1.508,0.228,-1.373,0.693,0.192,0.364,0.641,0.358,,test
-3.372,-3.073,0.719,-0.165,-3.382,-0.14,-0.331,-1.613,-0.125,-3.75,-1.479,-1.578,0.555,-0.843,0.303,-1.643,0.368,1.508,0.072,-1.57,1.8,0.211,0.364,0.074,1.295,,test
-2.765,-1.268,0.779,-0.326,-2.917,-0.134,-0.232,-0.621,-1.858,-2.612,-1.238,-1.654,0.555,-0.854,0.224,-0.948,0.346,1.509,0.207,-1.379,0.754,0.033,0.364,-1.893,0.287,,test
-2.081,-0.692,0.152,-0.419,-1.949,-0.234,-0.213,-0.864,-1.114,-1.542,-1.616,-1.581,0.472,1.096,0.26,-0.244,0.346,1.511,0.071,-1.257,-0.304,0.062,0.364,-1.752,1.157,,test
-1.747,-1.128,0.657,-0.263,-1.842,-0.264,-0.206,-1.019,-1.446,-1.533,-0.083,-1.537,0.051,0.075,-0.192,0.119,0.371,1.511,-0.012,-1.017,-0.155,0.119,0.745,-1.006,-1.835,,test
-2.782,-2.492,1.476,-0.199,-2.473,-0.077,-0.217,-0.297,-0.51,-3.115,-2.151,-1.448,0.62,-0.849,0.986,-0.226,0.371,1.509,0.295,-1.833,0.781,-0.357,1.017,-0.79,0.259,,test
-3.945,-4.095,0.591,-0.334,-3.985,-0.137,-0.217,-2.262,-0.791,-4.36,-0.487,-2.036,0.868,0.736,0.82,-0.906,0.373,1.509,0.015,-1.849,0.211,0.016,0.364,-0.362,1.572,,test
-3.044,-2.618,1.946,-0.318,-3.132,0.018,-0.135,-0.852,-1.855,-3.062,-0.91,-2.036,1.006,-0.689,0.349,-0.586,0.361,1.506,0.041,-1.759,0.742,0.016,0.364,-1.821,-1.389,,test
-3.477,-3.344,1.803,-0.463,-3.81,0.231,-0.026,-1.137,0.173,-4.095,-0.363,-2.121,1.666,-3.565,-0.471,-1.346,-5.543,1.507,0.148,-2.166,-4.499,-0.321,-3.556,-0.651,1.012,,test
-2.899,-3.484,0.03,-1.602,-2.219,-0.622,-0.022,-2.817,-2.387,-1.995,-2.245,-2.001,-0.117,-0.764,0.647,-1.068,-0.625,0.089,-0.311,-1.542,0.745,-1.415,-4.21,-1.922,1.334,,test
-0.944,-1.536,-0.229,-1.304,-0.554,-0.757,-0.278,-1.349,-2.554,-0.72,-1.301,-0.635,-0.617,0.071,1.033,0.22,-0.625,-0.613,-0.054,-0.84,1.503,-1.477,-3.393,-2.565,-0.052,,test
0.069,-0.093,-0.072,-0.433,-0.157,-0.689,-0.278,-0.279,-2.3,-0.298,-0.266,-0.161,-0.617,0.071,0.25,0.851,-0.678,-0.613,0.063,-0.84,-0.214,-1.297,-0.943,-2.215,0.191,,test
0.168,0.111,0.617,0.12,-0.171,-0.513,-0.357,-0.19,-0.294,0.025,-0.151,-0.128,-0.388,0.072,0.186,0.892,0.355,-0.613,0.171,-0.268,-0.152,-0.754,-0.289,-0.886,-0.753,,test
0.01,0.262,0.429,0.499,-0.121,-0.336,-0.33,-0.197,0.373,0.127,-0.721,-0.062,-0.106,0.074,0.153,0.947,0.357,-0.613,0.141,-0.159,0.298,-0.148,-0.289,0.179,0.197,,test
0.192,0.409,0.528,0.588,-0.446,-0.271,-0.276,0.147,0.941,-0.047,-0.379,-0.323,-0.042,0.069,0.331,0.74,0.357,-0.208,0.228,-0.353,0.211,-0.148,0.364,0.878,-0.576,,test
0.075,0.303,0.764,0.635,-0.727,-0.137,-0.223,0.166,1.306,-0.592,-0.506,-0.323,-0.042,-0.175,0.388,0.173,0.355,0.379,0.223,-0.353,0.385,0.142,0.364,1.212,-0.485,,test
0.067,0.019,0.9,0.639,-1.143,-0.041,-0.223,0.383,0.833,-1.16,-0.882,-0.756,0.362,-0.277,0.096,0.087,0.355,0.756,0.294,-0.956,0.179,0.108,0.364,0.831,-0.875,,test
-1.192,-0.451,0.094,0.634,-0.789,-0.067,-0.14,-0.364,0.581,-0.87,-0.986,-0.926,0.465,-0.761,-0.467,-0.787,0.369,0.913,0.055,-1.216,0.664,0.196,0.364,0.856,0.912,,test
-1.199,-0.61,-0.012,0.393,-0.432,-0.149,-0.148,-0.968,-0.32,-0.35,-0.862,-1.164,-0.085,0.068,0.254,-0.932,0.366,0.941,0.091,-1.166,1.032,-0.008,0.364,-0.026,0.636,,test
-0.275,0.107,0.389,0.329,-0.702,-0.178,-0.164,-0.028,-0.418,-0.51,-0.235,-1.006,-0.136,0.074,0.308,-0.649,0.363,0.941,0.211,-0.643,0.054,-0.012,0.364,-0.618,-0.701,,test
-0.42,0.194,0.933,0.268,-1.121,-0.089,-0.181,0.111,0.064,-1.36,-0.325,-1.006,-0.136,0.065,0.46,-0.595,0.365,0.941,0.212,-0.995,0.094,0.149,0.364,0.076,-1.249,,test
-1.599,0.379,1.054,0.268,-2.04,0.023,-0.181,0.523,-0.304,-2.002,-0.834,-1.16,0.285,-0.571,0.661,-0.766,0.347,0.941,0.384,-1.535,-0.028,0.098,0.364,0.142,-0.784,,test
-2.85,-1.668,0.211,0.017,-2.737,0.026,-0.127,-0.841,0.352,-3.041,-1.424,-1.579,0.447,-0.576,0.862,-1.583,0.36,0.941,0.13,-1.545,1.998,0.334,0.364,0.852,1.51,,test
-1.807,-1.119,-0.056,0.03,-1.119,-0.078,-0.127,-1.031,-1.75,-1.232,-1.04,-1.455,-0.028,-0.386,0.737,-1.155,0.35,0.941,0.065,-1.55,1.447,-0.12,0.364,-1.544,0.57,,test
-0.105,-0.133,0.391,0.216,-0.603,-0.08,-0.127,0.137,-0.966,-0.368,-1.018,-1.282,-0.051,0.041,0.601,-0.343,0.362,0.941,0.241,-1.269,0.707,-0.12,0.364,-1.535,-0.127,,test
0.314,0.232,0.162,0.341,-0.115,-0.045,-0.129,0.242,-0.212,-0.218,-0.469,-0.801,0.043,0.071,0.292,0.279,0.366,0.941,0.265,-1.269,0.668,0.119,0.364,-0.316,0.345,,test
0.646,0.513,0.635,0.446,-0.105,-0.021,-0.129,0.421,0.438,-0.218,-0.211,-0.801,0.086,0.063,0.678,0.279,0.365,0.941,0.341,-0.85,0.068,0.18,0.364,0.066,-0.56,,test
0.598,0.415,0.415,0.714,0.078,0.008,-0.092,0.525,0.974,0.074,-1.701,-0.35,0.376,0.07,0.261,0.323,0.365,0.941,0.323,-0.616,1.162,0.301,0.364,0.752,0.618,,test
0.3,0.197,0.365,0.764,0.078,-0.092,-0.095,0.335,0.617,0.138,-0.871,-0.261,0.171,0.254,0.609,0.136,0.363,0.941,0.273,-0.474,0.243,0.33,0.364,0.762,-0.321,,test
0.603,0.474,0.729,0.772,0.195,-0.043,-0.102,0.678,0.225,0.196,-0.845,-0.136,0.171,0.255,0.199,0.205,0.355,0.74,0.357,-0.403,0.407,0.336,0.364,0.291,-0.51,,test
0.677,0.665,0.62,0.852,0.31,-0.036,-0.09,0.605,0.674,0.37,-1.117,0.054,0.27,0.25,0.446,0.187,0.356,0.236,0.373,-0.066,1.31,0.463,0.364,0.625,-0.201,,test
0.958,0.829,0.501,0.929,0.423,-0.082,-0.09,0.87,1.01,0.494,-0.249,0.054,0.272,0.259,0.385,0.175,0.374,0.236,0.433,-0.066,0.465,0.59,0.364,1.041,-0.125,,test
0.692,0.482,0.999,0.92,0.088,-0.028,-0.109,0.492,0.962,0.409,-1.079,0.41,0.417,0.252,0.469,0.43,0.368,0.236,0.347,0.333,0.725,0.606,0.364,0.88,-0.609,,test
0.381,0.282,0.28,0.981,0.159,-0.044,-0.103,0.144,0.928,0.217,-1.038,0.312,0.493,0.26,0.46,0.251,0.368,-0.468,0.289,0.061,0.555,0.566,0.364,1.077,0.432,,test
0.642,0.622,0.454,0.988,0.202,-0.047,-0.09,0.669,0.557,0.16,-1.029,0.174,0.345,0.248,0.588,0.251,0.364,-0.507,0.388,0.088,0.663,0.566,0.364,0.544,0.231,,test
0.683,0.682,0.39,0.915,0.183,-0.075,-0.078,0.617,0.883,0.062,-0.738,0.18,0.365,0.254,0.452,0.298,0.364,-0.563,0.377,0.088,1.013,0.618,0.364,0.598,0.208,,test
0.716,0.509,1.242,0.87,0.119,-0.004,-0.078,0.504,0.648,0.254,-0.118,0.18,0.335,0.254,-0.124,0.105,0.365,-0.614,0.378,0.121,-0.206,0.6,0.364,0.674,-1.067,,test
-0.146,-0.031,0.187,0.867,0.186,0.012,-0.052,0.041,1.318,0.141,-1.848,0.035,0.544,0.255,0.146,-0.478,0.367,-0.614,0.193,-0.063,0.209,0.604,0.364,1.021,1.223,,test
0.291,0.445,0.386,0.808,0.148,-0.172,-0.063,0.022,0.146,0.142,-0.364,-0.045,0.144,0.254,0.126,-0.412,0.367,-0.614,0.365,0.266,0.46,0.474,0.364,0.443,-0.375,,test
0.409,0.557,0.305,0.83,0.015,-0.184,-0.085,0.539,0.255,0.193,-0.839,-0.045,0.303,0.251,0.295,-0.239,0.367,-0.614,0.297,0.114,0.447,0.474,0.364,-0.055,0.511,,test
0.559,0.5,0.714,0.889,-0.103,-0.192,-0.12,0.517,-0.248,0.036,-0.389,-0.005,0.192,0.249,0.084,-0.104,0.369,-0.614,0.334,0.028,0.029,0.588,0.364,-0.175,-0.962,,test
0.328,0.463,0.48,0.998,-0.277,-0.106,-0.12,0.419,0.284,-0.161,-1.378,-0.217,0.375,0.251,0.41,0.009,0.362,-0.614,0.323,-0.339,1.151,0.564,0.364,0.088,0.037,,test
0.301,0.209,0.591,1.014,-0.316,-0.103,-0.043,0.196,0.585,-0.089,-1.639,-0.259,0.247,0.253,0.272,0.116,0.362,-0.191,0.292,-0.263,0.444,0.553,0.364,0.562,-0.071,,test
0.126,0.413,0.312,1.205,-0.083,-0.213,-0.049,-0.084,0.232,-0.121,-0.975,-0.445,0.109,0.249,0.599,0.163,0.361,-0.254,0.202,-0.298,0.151,0.553,0.364,0.523,0.041,,test
0.501,0.317,0.706,1.243,-0.301,-0.184,-0.061,0.287,0.094,-0.022,-0.84,-0.445,0.049,0.254,0.43,0.289,0.362,-0.468,0.31,-0.343,0.685,0.521,0.364,-0.021,-0.574,,test
0.299,0.344,0.913,1.251,-0.539,-0.085,-0.065,0.417,0.112,-0.325,-0.939,-0.443,0.4,0.255,0.389,0.216,0.358,-0.469,0.347,-0.358,-0.023,0.473,0.364,-0.104,-0.416,,test
0.014,0.226,0.345,1.211,-0.52,-0.059,-0.065,0.034,1.133,-0.398,-0.607,-0.67,0.383,0.254,0.107,-0.266,0.364,-0.469,0.256,-0.641,0.009,0.439,0.364,1.123,0.352,,test
0.214,0.641,0.812,1.151,-0.241,0.054,-0.021,0.276,0.85,-0.06,-0.891,-0.715,0.239,0.247,0.177,-0.272,0.364,-0.468,0.365,-0.641,0.162,0.58,0.364,0.765,-0.428,,test
-0.259,-0.016,0.449,1.129,-0.101,0.065,-0.004,0.017,0.772,-0.078,-0.644,-0.64,0.326,0.248,-0.11,-0.559,0.362,-0.468,0.176,-0.431,0.079,0.553,0.364,0.873,0.614,,test
-0.029,0.253,0.523,0.944,-0.168,0.022,0.029,-0.043,0.154,-0.064,-0.383,-0.64,0.109,0.249,0.303,-0.873,0.367,-0.468,0.234,-0.317,0.172,0.389,0.364,-0.077,0.064,,test
0.063,0.256,0.476,0.944,-0.074,0.033,-0.006,0.259,0.148,0.08,-0.586,-0.542,0.109,0.246,0.706,-0.897,0.367,-0.468,0.273,-0.294,0.018,0.389,0.364,0.313,0.115,,test
-0.157,0.01,0.217,0.852,0.18,0.003,-0.006,-0.126,0.427,0.123,-0.672,-0.499,0.109,0.252,0.511,-0.985,0.373,-0.468,0.159,-0.282,1.004,0.491,0.364,0.465,0.534,,test
0.32,0.358,0.527,0.864,0.087,-0.015,-0.024,0.112,-0.616,0.136,-0.672,-0.491,-0.011,0.251,0.738,-0.873,0.372,-0.468,0.321,-0.282,0.684,0.432,0.364,-0.431,-0.455,,test
0.496,0.542,0.751,1.096,0.012,0.036,-0.02,0.518,-0.038,0.218,-0.672,-0.306,-0.011,0.253,0.632,-0.538,0.365,-0.468,0.351,-0.275,1.116,0.539,0.364,-0.293,-0.555,,test
0.576,0.105,1.183,1.091,-0.557,0.106,-0.011,0.442,0.604,-0.059,-0.672,-0.333,0.261,0.257,0.447,-0.515,0.363,-0.281,0.302,-0.436,0.495,0.539,0.364,0.483,-1.378,,test
-0.278,-0.012,1.04,0.944,-1.213,0.207,0.044,0.335,0.688,-1.068,-0.672,-0.36,0.56,0.254,0.519,-0.787,0.363,0.517,0.336,-0.551,1.396,0.204,0.364,0.659,-0.657,,test
-0.565,-0.23,0.188,0.808,-1.073,0.164,0.044,0.206,0.879,-1.001,-0.672,-1.044,0.575,-0.61,0.256,-1.382,0.328,0.515,0.179,-1.137,0.328,0.223,0.364,0.499,0.912,,test
-0.253,-0.216,0.944,0.638,-0.9,0.036,0.042,0.218,-0.422,-0.875,-0.672,-1.044,0.332,-0.537,0.355,-0.857,0.97,0.517,0.176,-1.148,0.224,0.222,0.745,0.002,-2.161,,test
-1.587,-0.8,1.536,0.543,-2.453,0.222,0.046,-0.042,-0.591,-2.123,-0.672,-1.249,0.64,-0.585,0.01,-0.829,-0.105,1.222,0.249,-1.451,0.581,-0.103,1.017,-0.324,-1.744,,test
-2.899,-2.767,0.424,0.29,-3.499,0.237,0.055,-0.282,0.461,-3.645,-0.672,-1.694,0.891,-2.623,0.549,-1.659,-1.589,1.227,0.138,-2.287,-1.122,-0.299,-4.21,0.029,1.801,,test
-3.889,-3.715,-0.573,-0.034,-3.109,-0.19,0.084,-1.88,-2.222,-2.738,-0.672,-2.015,0.355,1.782,0.615,-1.57,-0.623,1.227,-0.175,-1.444,0.406,-0.284,-4.21,-1.738,1.984,,test
-1.646,-1.358,0.39,-0.081,-1.628,-0.383,-0.027,-0.9,-2.569,-1.223,-0.672,-1.744,-0.353,0.015,0.082,-0.836,0.333,1.227,0.062,-0.761,-0.345,-0.822,-0.289,-2.546,-1.699,,test
-1.938,-1.671,1.082,-0.201,-2.962,-0.163,-0.107,-0.344,-0.455,-2.911,-0.672,-1.547,0.094,-0.655,-0.051,-0.814,0.349,1.227,0.241,-1.698,-0.05,-0.825,-0.289,-0.958,-0.07,,test
-3.734,-3.855,1.101,-0.343,-3.582,-0.075,-0.057,-1.264,-0.631,-4.11,-0.672,-1.585,0.661,-3.564,-0.378,-1.068,-5.515,1.228,0.2,-1.702,-4.504,-0.374,-1.596,-0.599,1.303,,test
-4.093,-4.939,-0.436,-0.895,-2.668,-0.601,-0.078,-3.554,-2.323,-2.862,-0.672,-1.831,-0.01,-0.568,-0.258,-1.473,-0.19,0.376,-0.277,-0.829,1.095,-1.07,-3.913,-1.464,1.359,,test
-0.692,-1.0,0.095,-0.825,-0.596,-0.591,-0.078,-0.547,-2.56,-1.022,-0.672,-0.905,-0.426,-0.565,0.002,-0.144,-0.171,-0.135,0.154,-0.168,-0.132,-1.219,-3.319,-2.541,-0.173,,test
0.122,0.148,0.422,-0.575,-0.302,-0.402,-0.205,0.365,-0.871,-0.349,-0.672,-0.905,-0.139,-0.566,0.242,0.268,-0.168,-0.135,0.283,-0.144,0.506,-0.409,-0.349,-1.883,-0.084,,test
-0.153,-0.197,0.023,-0.501,0.067,-0.341,-0.177,-0.29,0.79,-0.106,-0.672,-0.661,0.015,-0.572,0.538,0.454,-0.169,-0.187,0.17,-0.298,1.019,-0.039,-0.349,0.764,0.698,,test
0.297,0.258,0.407,-0.395,0.094,-0.362,-0.168,0.051,-0.104,-0.027,-0.672,-0.4,-0.171,-0.387,0.25,0.839,-0.17,-0.187,0.262,-0.298,0.914,-0.039,-0.349,0.481,-0.661,,test
0.444,0.107,0.777,-0.071,-0.516,-0.189,-0.157,0.212,0.223,-0.513,-0.672,-0.372,-0.171,-0.382,0.183,0.919,-0.178,-0.185,0.287,-0.159,0.394,0.142,-0.349,-0.041,-1.105,,test
0.361,0.025,0.997,0.069,-0.591,-0.101,-0.157,0.223,0.286,-0.619,-0.787,-0.372,0.24,-0.381,-0.075,0.936,-0.168,-0.185,0.231,-0.63,-0.349,0.074,-0.349,0.298,-1.149,,test
0.042,0.381,0.968,0.161,-0.674,0.009,-0.076,0.249,0.586,-0.8,-0.836,-0.706,0.295,-0.388,-0.448,0.932,-0.168,0.346,0.317,-0.676,-0.3,0.123,-0.349,0.346,-0.341,,test
-1.237,-1.096,0.186,0.311,-0.515,-0.006,-0.03,-1.273,0.518,-0.776,-0.535,-0.814,0.37,-0.383,0.196,0.392,-0.156,0.38,-0.004,-0.907,-0.254,0.191,-0.349,0.828,0.564,,test
-0.965,-0.742,-0.216,0.301,-0.448,-0.129,-0.015,-1.039,-0.093,-0.187,-1.367,-0.85,-0.012,-0.39,0.04,0.555,-0.174,0.378,-0.006,-0.463,0.887,-0.148,-0.349,-0.122,1.095,,test
-0.139,-0.069,0.389,0.167,-0.539,-0.201,-0.083,-0.21,-1.265,-0.311,-0.442,-0.639,-0.36,-0.38,0.028,1.22,-0.183,0.379,0.226,-0.401,-0.185,-0.138,-0.349,-0.956,-0.534,,test
-0.391,0.009,0.848,0.205,-1.191,-0.09,-0.083,0.038,-0.03,-1.297,-0.715,-0.781,-0.158,-0.379,-0.482,1.419,-0.18,0.378,0.234,-0.931,-0.248,-0.079,-0.349,-0.308,-0.82,,test
-1.023,0.578,0.558,0.349,-1.087,-0.018,-0.076,0.21,0.118,-1.222,-1.063,-0.781,0.187,-0.388,0.074,1.509,-0.171,0.703,0.311,-1.094,-0.308,-0.05,-0.349,-0.035,-0.091,,test
-0.542,0.076,0.807,0.356,-0.51,-0.025,-0.048,0.017,0.224,-0.622,-0.678,-1.195,0.109,-0.387,0.165,1.58,-0.163,1.112,0.294,-1.03,-0.186,0.37,-0.349,0.468,-0.953,,test
-0.876,-0.7,0.58,0.352,-1.097,-0.034,-0.039,-0.265,0.001,-1.006,-1.228,-1.164,0.21,-0.568,0.629,1.391,-0.162,1.231,0.109,-0.902,0.368,0.247,-0.349,0.581,-0.151,,test
-0.282,-0.048,0.883,0.352,-1.118,0.019,-0.067,0.307,0.179,-0.806,-1.028,-1.161,0.253,-0.569,0.289,1.522,-0.169,1.231,0.253,-0.925,-0.335,0.206,-0.349,0.049,-0.441,,test
-0.268,0.153,0.972,0.367,-0.933,0.068,-0.067,0.39,0.775,-0.781,-0.374,-1.128,0.345,-0.58,0.132,1.607,-0.16,1.231,0.285,-0.999,-0.719,0.226,-0.349,0.657,-0.589,,test
-1.099,-0.91,0.387,0.357,-0.381,0.133,-0.024,-0.945,0.911,-0.66,-0.512,-1.128,0.406,-0.579,0.134,1.084,-0.159,1.231,-0.034,-1.052,-0.689,0.252,-0.349,0.948,0.891,,test
-2.019,-2.509,-0.295,0.226,-0.837,0.077,0.014,-2.504,-1.084,-1.217,-0.633,-0.976,-0.126,-0.571,0.711,-0.31,-0.157,1.231,-0.303,-0.852,-0.51,-0.26,-0.349,-0.294,1.355,,test
-1.06,-1.102,-0.275,-0.045,-0.136,-0.065,0.027,-1.377,-0.84,-0.244,-0.654,-0.253,-0.597,-0.571,0.507,-0.896,-0.157,1.231,-0.128,-0.665,-0.498,-0.792,-0.349,-1.154,0.569,,test
0.281,0.48,0.291,-0.14,0.5,-0.086,-0.063,0.299,0.792,0.783,-1.147,-0.188,-0.685,-0.572,0.788,-0.845,-0.164,1.231,0.245,-0.397,-0.443,-0.764,-0.349,0.529,0.002,,test
0.342,0.134,0.143,-0.078,0.83,-0.151,-0.063,-0.109,0.297,0.893,-0.559,0.648,-0.381,-0.575,0.548,-0.97,-0.17,-1.115,0.182,0.138,-0.057,-0.166,-0.349,0.884,-0.368,,test
0.422,0.277,0.062,-0.139,0.634,-0.111,-0.092,0.19,-0.0,1.009,-1.628,0.964,-0.198,-0.576,1.087,-0.97,-0.19,-1.315,0.184,0.659,-0.022,0.028,-0.349,-0.047,0.629,,test
0.637,0.812,0.099,-0.17,0.607,-0.106,-0.119,0.364,-0.606,1.133,-0.952,1.122,-0.257,-0.576,1.059,-1.073,-0.183,-1.314,0.279,0.85,0.19,0.207,-0.349,-0.529,0.016,,test
0.858,0.665,0.442,-0.343,0.382,-0.068,-0.127,0.482,0.686,0.968,-0.388,1.249,-0.072,-0.573,0.856,-0.946,-0.178,0.088,0.313,0.713,0.41,0.267,-0.349,0.192,-0.866,,test
0.453,0.255,-0.029,-0.266,0.027,-0.01,-0.103,0.34,1.136,0.519,-3.138,1.249,0.246,-2.971,1.166,-0.743,-0.176,0.088,0.171,0.342,-3.266,0.314,-0.349,1.117,0.762,,test
-0.996,-1.281,-0.974,-0.265,-0.717,-0.343,-0.167,-1.841,0.374,-0.429,-1.913,0.583,-0.094,1.441,0.75,-1.382,-0.17,0.091,-0.168,0.218,1.53,0.204,-0.349,0.611,1.949,,test
-0.296,-0.46,-0.261,-0.3,-0.15,-0.492,-0.199,-0.587,-1.862,0.363,-0.967,0.569,-0.711,0.435,0.576,-0.796,-0.186,0.091,0.044,0.509,-0.565,-0.548,-0.349,-1.519,-1.088,,test
0.199,-0.007,0.274,-0.247,-0.13,-0.395,-0.331,-0.017,-1.239,0.221,-0.762,0.567,-0.711,0.437,0.708,-0.206,-0.171,0.091,0.141,0.035,-0.656,-0.352,-0.349,-1.267,-1.156,,test
-1.189,-1.524,-0.556,-0.074,-0.455,-0.191,-0.331,-1.363,0.452,-0.615,-2.031,0.098,-0.355,0.439,0.721,-0.797,-0.167,0.095,-0.189,-0.362,-0.381,-0.308,-0.349,0.251,1.385,,test
-0.143,-0.418,-0.252,0.026,-0.186,-0.152,-0.241,-0.153,-0.434,-0.117,-1.584,-0.137,-0.553,-0.567,0.297,-0.697,-0.171,0.095,0.173,-0.362,-0.42,-0.664,-0.349,-0.569,-0.181,,test
0.289,0.234,-0.035,0.164,-0.02,-0.003,-0.201,0.354,-0.211,-0.009,-1.922,-0.39,-0.224,-0.567,0.751,0.223,-0.192,0.095,0.248,-0.421,-0.193,-0.079,-0.349,-0.615,0.6,,test
-0.004,-0.015,-0.533,0.215,0.2,-0.048,-0.181,-0.195,0.723,0.162,-1.508,-0.39,-0.06,-0.579,0.743,0.103,-0.176,0.095,0.143,-0.265,-0.019,-0.079,-0.349,0.606,1.044,,test
0.383,0.415,-0.066,0.297,-0.011,-0.003,-0.147,0.175,0.33,0.355,-2.615,-0.213,-0.212,-0.568,0.894,0.103,-0.176,0.094,0.252,-0.133,-0.082,-0.021,-0.349,0.066,0.28,,test
0.255,0.488,-0.363,0.382,0.176,-0.013,-0.147,0.032,0.6,0.328,-1.785,-0.17,-0.101,-0.567,0.65,0.474,-0.172,0.092,0.195,-0.133,0.508,0.035,-0.349,0.66,0.43,,test
0.385,0.411,-0.465,0.459,0.027,0.033,-0.102,0.357,0.987,0.31,-1.959,-0.149,-0.019,-0.57,0.327,0.574,-0.173,0.095,0.215,-0.058,0.288,0.323,-0.349,0.749,1.024,,test
0.525,0.578,0.113,0.539,-0.088,0.091,-0.064,0.358,0.052,0.191,-1.314,-0.066,-0.112,-0.56,0.205,0.907,-0.18,0.095,0.333,-0.068,-0.264,0.359,-0.349,0.33,-0.319,,test
